,T,Tmin,Tmax,Prec,Rad,Rs,RH,u2,u2mx,vap,aP,EToPM,EToHG,EToSJ,EToPM2,EToPT
1991-01-02,2.9,-0.3,4.5,2.5,,,86.0,,,6.1,,,0.2820612258752451,0.0,,
1991-01-03,7.7,4.3,11.7,6.3,,,86.0,,,9.1,,,0.4350844610002504,0.0,,
1991-01-04,6.6,5.3,9.4,1.7,,,92.0,,,9.0,,,0.31268891295270185,0.0,,
1991-01-05,3.8,2.7,6.2,0.2,,,73.0,,,5.9,,,0.25821026746094605,0.0,,
1991-01-06,4.4,2.3,6.4,0.0,,,65.0,,,5.4,,,0.290148874909582,0.0,,
1991-01-07,3.4,1.3,5.1,2.0,,,79.0,,,6.0,,,0.269601514497656,0.0,,
1991-01-08,5.5,2.8,7.6,0.0,,,75.0,,,6.5,,,0.3367528370924394,0.0,,
1991-01-09,7.4,5.4,7.7,0.4,,,67.0,,,6.7,,,0.2550664625582463,0.0,,
1991-01-10,12.2,6.4,15.7,2.0,,,66.0,,,8.3,,,0.6180341878593251,0.0,,
1991-01-11,7.7,6.4,15.0,1.2,,,72.0,,,7.6,,,0.5115630474487494,0.0,,
1991-01-12,3.7,2.4,8.3,0.0,,,68.0,,,5.9,,,0.36193087983015754,0.0,,
1991-01-13,0.3,-0.6,3.0,0.1,,,83.0,,,5.3,,,0.2412270724545668,0.0,,
1991-01-14,-2.4,-4.5,1.8,0.0,,,71.0,,,3.8,,,0.27529482182179715,0.0,,
1991-01-15,-4.0,-7.6,0.8,0.0,,,67.0,,,2.9,,,0.28893787794344467,0.0,,
1991-01-16,-2.0,-6.1,1.1,0.0,,,62.0,,,3.0,,,0.3107761921435088,0.0,,
1991-01-17,-1.9,-4.6,2.1,0.0,,,52.0,,,2.6,,,0.30623133042560524,0.0,,
1991-01-18,-0.1,-5.5,4.8,0.0,,,44.0,,,2.6,,,0.4291822952946757,0.0,,
1991-01-19,0.8,-3.5,6.8,0.0,,,38.0,,,2.4,,,0.45809186264476204,0.0,,
1991-01-20,-2.6,-6.0,1.8,0.0,,,54.0,,,2.8,,,0.3309874233326612,0.0,,
1991-01-21,-2.4,-5.7,-1.8,2.0,,,85.0,,,4.1,,,0.24098719716123998,0.0,,
1991-01-22,0.1,-2.0,0.6,0.0,,,92.0,,,5.5,,,0.23249527420526783,0.0,,
1991-01-23,-0.1,-0.3,0.6,0.0,,,98.0,,,6.0,,,0.13753335584589782,0.0,,
1991-01-24,-1.7,-2.4,-0.1,1.3,,,89.0,,,4.9,,,0.20339516456752968,0.0,,
1991-01-25,-0.7,-1.4,0.9,0.0,,,91.0,,,5.3,,,0.21975517906884795,0.0,,
1991-01-26,-0.7,-1.9,0.0,0.0,,,94.0,,,5.4,,,0.203218895828126,0.0,,
1991-01-27,-0.1,-1.1,0.8,0.0,,,91.0,,,5.4,,,0.21405736791171834,0.0,,
1991-01-28,-0.8,-0.9,0.2,0.0,,,87.0,,,5.1,,,0.1592151366617493,0.0,,
1991-01-29,-1.4,-2.1,0.3,0.2,,,89.0,,,4.9,,,0.2309462558352151,0.0,,
1991-01-30,-2.2,-3.0,0.1,0.0,,,82.0,,,4.3,,,0.25418281484096755,0.0,,
1991-01-31,-7.4,-11.0,-1.6,0.0,,,61.0,,,2.1,,,0.3004470236072799,0.0,,
1991-02-01,-7.8,-11.6,-3.4,0.0,,,40.0,,,1.3,,,0.2747590250830527,0.0,,
1991-02-02,-5.8,-10.0,-1.8,0.0,,,43.0,,,1.6,,,0.3357733160693351,0.0,,
1991-02-03,-6.3,-9.7,0.0,0.0,,,45.0,,,1.7,,,0.3564408742504071,0.0,,
1991-02-04,-6.3,-11.8,-3.7,0.8,,,71.0,,,2.6,,,0.3317547766913826,0.0,,
1991-02-05,-10.9,-12.1,-5.1,0.4,,,73.0,,,2.2,,,0.18848199545909644,0.0,,
1991-02-06,-13.8,-18.2,-10.8,0.0,,,70.0,,,1.4,,,0.11443509480692321,0.0,,
1991-02-07,-10.0,-13.4,-8.5,0.2,,,77.0,,,2.2,,,0.18496916875791547,0.0,,
1991-02-08,-3.2,-10.1,-1.7,0.4,,,76.0,,,3.6,,,0.4617739226670858,0.0,,
1991-02-09,-3.2,-5.1,-0.1,0.0,,,79.0,,,3.8,,,0.36291692171816237,0.0,,
1991-02-10,-1.4,-3.7,1.1,7.9,,,79.0,,,4.2,,,0.4068778865579271,0.0,,
1991-02-11,-4.1,-4.8,-0.8,0.2,,,78.0,,,3.7,,,0.3160632322642952,0.0,,
1991-02-12,-4.6,-7.4,-1.2,0.0,,,76.0,,,3.2,,,0.3861948030809149,0.0,,
1991-02-13,-6.4,-7.4,-4.2,1.3,,,85.0,,,3.4,,,0.24407047438739354,0.0,,
1991-02-14,-7.7,-8.4,-6.1,1.1,,,79.0,,,2.7,,,0.1867244640231461,0.0,,
1991-02-15,-3.5,-9.2,-1.6,1.1,,,79.0,,,3.4,,,0.48946030085349235,0.0,,
1991-02-16,-3.5,-4.3,-2.0,2.3,,,87.0,,,4.1,,,0.27422564448639475,0.0,,
1991-02-17,-3.3,-4.0,-1.1,0.0,,,83.0,,,4.0,,,0.3179655578729917,0.0,,
1991-02-18,-2.7,-4.0,0.7,0.5,,,83.0,,,4.2,,,0.4292519818347811,0.0,,
1991-02-19,-2.2,-9.4,0.5,0.0,,,81.0,,,3.7,,,0.6553411031896657,0.0,,
1991-02-20,2.5,-1.2,5.6,0.0,,,73.0,,,4.9,,,0.7195767060264618,0.0,,
1991-02-21,1.0,-1.2,4.3,0.0,,,72.0,,,4.8,,,0.6101366612602489,0.0,,
1991-02-22,-1.7,-3.3,1.1,0.0,,,83.0,,,4.5,,,0.4757281667982729,0.0,,
1991-02-23,0.3,-4.6,2.1,1.6,,,89.0,,,5.1,,,0.6717324774851032,0.0,,
1991-02-24,5.8,1.8,8.6,0.0,,,76.0,,,6.7,,,0.8979936518221966,0.0,,
1991-02-25,5.5,1.3,9.0,0.0,,,83.0,,,7.1,,,0.9600306397749526,0.0,,
1991-02-26,2.6,1.3,6.7,0.0,,,83.0,,,6.3,,,0.7162034267691395,0.0,,
1991-02-27,-0.6,-1.7,2.1,0.0,,,69.0,,,4.0,,,0.5153493664499477,0.0,,
1991-02-28,-0.3,-3.5,4.1,0.0,,,66.0,,,3.8,,,0.754298617536255,0.0,,
1991-03-01,0.7,-1.3,2.4,0.0,,,67.0,,,4.1,,,0.5658888497517335,0.0,,
1991-03-02,1.4,0.1,2.6,0.0,,,66.0,,,4.4,,,0.490943345407867,0.0,,
1991-03-03,3.0,1.1,4.9,0.0,,,76.0,,,5.5,,,0.6667405977536617,0.0,,
1991-03-04,4.1,2.1,7.6,0.0,,,79.0,,,6.4,,,0.8586327962416012,0.0,,
1991-03-05,2.3,1.6,3.8,0.0,,,84.0,,,6.0,,,0.5066487478985919,0.0,,
1991-03-06,3.7,1.8,5.4,0.0,,,79.0,,,6.1,,,0.7046004978620994,0.0,,
1991-03-07,4.8,2.7,5.8,0.0,,,73.0,,,6.1,,,0.6984432795386848,0.0,,
1991-03-08,6.9,5.0,8.9,0.0,,,79.0,,,7.6,,,0.869948699377508,0.0,,
1991-03-09,8.8,5.8,11.4,0.0,,,72.0,,,7.6,,,1.1405005478998829,0.0,,
1991-03-10,7.4,5.5,10.0,0.0,,,82.0,,,8.2,,,0.9838165822490192,0.0,,
1991-03-11,8.0,5.7,10.4,0.3,,,85.0,,,8.8,,,1.0454293027722072,0.0,,
1991-03-12,7.0,6.5,10.4,0.0,,,87.0,,,8.9,,,0.9295208821827575,0.0,,
1991-03-13,8.7,4.7,12.9,0.0,,,78.0,,,8.1,,,1.4622002102187377,0.0,,
1991-03-14,7.1,3.7,11.4,0.0,,,81.0,,,7.8,,,1.3514710151845268,0.0,,
1991-03-15,6.1,1.5,9.6,0.0,,,83.0,,,7.4,,,1.3503270130259237,0.0,,
1991-03-16,10.6,5.6,15.8,0.0,,,76.0,,,8.9,,,1.8271807369735098,0.0,,
1991-03-17,10.5,5.9,17.0,0.0,,,63.0,,,7.6,,,1.9270948851022056,0.0,,
1991-03-18,11.0,6.1,16.4,0.0,,,65.0,,,8.1,,,1.9163971202048842,0.0,,
1991-03-19,8.4,2.3,13.8,17.4,,,74.0,,,7.5,,,1.8684033581831503,0.0,,
1991-03-20,10.1,7.7,12.9,3.2,,,79.0,,,9.5,,,1.3567467480746713,0.0,,
1991-03-21,11.8,7.3,16.8,0.7,,,81.0,,,10.7,,,1.9726276363970157,0.0,,
1991-03-22,6.0,5.4,13.7,1.8,,,84.0,,,8.8,,,1.5029075293630594,0.0,,
1991-03-23,6.8,3.8,10.8,0.0,,,85.0,,,7.9,,,1.445941848705095,0.0,,
1991-03-24,4.9,2.8,8.1,0.3,,,83.0,,,7.2,,,1.176539666128586,0.0,,
1991-03-25,4.6,4.4,5.4,0.0,,,80.0,,,6.7,,,0.5109664773146493,0.0,,
1991-03-26,2.1,1.6,4.6,0.0,,,72.0,,,5.2,,,0.796498850315379,0.0,,
1991-03-27,1.9,-1.5,5.8,0.5,,,72.0,,,4.8,,,1.2458093103463383,0.0,,
1991-03-28,1.1,-1.2,3.8,1.0,,,72.0,,,4.6,,,1.0017251636241211,0.0,,
1991-03-29,1.8,-0.9,3.5,0.0,,,66.0,,,4.3,,,0.986705297143182,0.0,,
1991-03-30,4.5,1.3,7.3,0.0,,,67.0,,,5.4,,,1.3271324483753033,0.0,,
1991-03-31,2.8,1.4,5.2,0.0,,,68.0,,,5.1,,,0.9875226263573024,0.0,,
1991-04-01,6.4,-1.3,11.1,2.4,,,70.0,,,6.0,,,2.120772702638119,0.0,,
1991-04-02,10.9,6.6,13.4,0.0,,,75.0,,,8.8,,,1.8845596611816935,0.0,,
1991-04-03,13.8,8.4,18.5,0.0,,,59.0,,,8.5,,,2.5583078949258358,0.0,,
1991-04-04,10.5,7.0,14.8,1.9,,,71.0,,,8.5,,,2.0365558536214166,0.0,,
1991-04-05,9.5,6.5,12.9,0.2,,,69.0,,,8.0,,,1.7996953414161165,0.0,,
1991-04-06,10.1,6.8,14.0,0.1,,,73.0,,,8.3,,,1.9725453678925267,0.0,,
1991-04-07,9.0,4.7,12.5,1.4,,,67.0,,,7.1,,,1.9937718969619407,0.0,,
1991-04-08,6.9,5.1,11.0,4.1,,,66.0,,,6.6,,,1.615399796875127,0.0,,
1991-04-09,6.6,3.8,10.6,0.0,,,65.0,,,6.0,,,1.731379000464937,0.0,,
1991-04-10,8.1,-0.4,12.7,0.0,,,58.0,,,5.6,,,2.5775164042441485,0.0,,
1991-04-11,10.0,0.3,14.2,0.0,,,63.0,,,6.7,,,2.8791481895432667,0.0,,
1991-04-12,11.4,4.3,16.5,0.0,,,62.0,,,7.4,,,2.8618594341174473,0.0,,
1991-04-13,12.4,5.8,17.6,0.0,,,52.0,,,6.7,,,2.939919171443262,0.0,,
1991-04-14,11.4,3.8,17.6,0.0,,,56.0,,,6.6,,,3.1041324994146087,0.0,,
1991-04-15,12.5,3.3,18.3,0.0,,,52.0,,,6.4,,,3.3905123717753285,0.0,,
1991-04-16,3.5,1.7,13.5,0.1,,,65.0,,,5.5,,,2.133958758412754,0.0,,
1991-04-17,3.6,-0.6,6.9,0.7,,,72.0,,,5.3,,,1.7251529240008943,0.0,,
1991-04-18,1.7,-0.4,6.2,0.0,,,77.0,,,5.3,,,1.4881178138373048,0.0,,
1991-04-19,0.5,-1.0,2.3,3.7,,,77.0,,,4.8,,,0.9963603396135278,0.0,,
1991-04-20,-0.6,-0.7,0.7,3.7,,,89.0,,,5.3,,,0.6153311468331055,0.0,,
1991-04-21,0.6,-3.4,3.9,0.0,,,77.0,,,4.5,,,1.5161232578875137,0.0,,
1991-04-22,5.4,-3.6,9.5,0.1,,,61.0,,,4.3,,,2.5825504339442533,0.0,,
1991-04-23,3.9,1.5,7.8,3.8,,,75.0,,,5.9,,,1.6891046091908315,0.0,,
1991-04-24,3.9,1.5,9.7,4.8,,,85.0,,,6.8,,,1.9427921305396807,0.0,,
1991-04-25,5.1,-1.7,10.5,1.2,,,77.0,,,5.9,,,2.5208112457749623,0.0,,
1991-04-26,6.5,3.6,10.8,0.0,,,78.0,,,7.2,,,2.071071833446215,0.0,,
1991-04-27,7.5,-1.2,12.8,0.0,,,81.0,,,7.6,,,3.029965503269305,0.0,,
1991-04-28,8.6,2.5,14.7,4.8,,,78.0,,,8.3,,,2.9737237511309322,0.0,,
1991-04-29,6.4,2.5,9.4,1.3,,,88.0,,,8.4,,,2.065160398663617,0.0,,
1991-04-30,6.3,2.0,10.1,4.0,,,87.0,,,7.8,,,2.2444209857329365,0.0,,
1991-05-01,7.5,6.5,12.3,2.4,,,95.0,,,9.9,,,2.007910262110911,0.0,,
1991-05-02,7.9,5.2,10.4,1.3,,,79.0,,,7.9,,,1.9446615760284014,0.0,,
1991-05-03,5.9,5.0,9.0,0.0,,,86.0,,,7.9,,,1.5835136051708647,0.0,,
1991-05-04,6.8,2.9,8.8,0.0,,,77.0,,,7.0,,,2.009434554449194,0.0,,
1991-05-05,8.1,0.4,12.0,0.0,,,73.0,,,6.9,,,2.985700169095697,0.0,,
1991-05-06,7.6,1.4,12.9,0.5,,,74.0,,,7.1,,,2.9338671159256333,0.0,,
1991-05-07,5.4,2.6,8.7,0.2,,,82.0,,,6.9,,,1.9637538888816533,0.0,,
1991-05-08,6.3,-1.7,10.0,0.0,,,75.0,,,6.1,,,2.8422138878472563,0.0,,
1991-05-09,9.3,2.0,13.6,0.0,,,74.0,,,7.2,,,3.2010632535550716,0.0,,
1991-05-10,12.4,5.8,16.7,3.2,,,66.0,,,8.4,,,3.4777806321484777,0.0,,
1991-05-11,13.1,8.4,17.5,22.4,,,86.0,,,12.1,,,3.269522235944029,0.0,,
1991-05-12,8.5,7.5,12.9,4.0,,,93.0,,,10.9,,,2.1553521763060974,0.0,,
1991-05-13,10.3,6.9,13.6,0.0,,,77.0,,,8.9,,,2.5787393711525084,0.0,,
1991-05-14,9.7,6.2,13.9,3.3,,,83.0,,,9.8,,,2.7194292846664987,0.0,,
1991-05-15,6.4,3.1,10.0,2.4,,,74.0,,,6.7,,,2.2767414573367795,0.0,,
1991-05-16,6.2,2.6,9.7,0.0,,,78.0,,,7.0,,,2.301583040018822,0.0,,
1991-05-17,9.2,1.1,12.6,0.0,,,67.0,,,6.6,,,3.3109292836811033,0.0,,
1991-05-18,8.1,3.5,11.5,0.0,,,66.0,,,6.7,,,2.6611646166794554,0.0,,
1991-05-19,7.2,2.3,11.2,1.7,,,71.0,,,6.6,,,2.7213897006467724,0.0,,
1991-05-20,12.3,0.5,16.1,0.1,,,74.0,,,8.5,,,4.3566476701327,0.0,,
1991-05-21,14.1,11.4,16.2,1.3,,,78.0,,,12.2,,,2.571829849533804,0.0,,
1991-05-22,14.3,12.3,18.6,0.0,,,68.0,,,10.8,,,2.976823409544671,0.0,,
1991-05-23,5.0,1.6,13.8,12.7,,,70.0,,,6.5,,,2.9537863729734033,0.0,,
1991-05-24,5.8,2.0,9.8,6.2,,,84.0,,,7.3,,,2.453861603891884,0.0,,
1991-05-25,5.7,3.7,7.4,1.3,,,90.0,,,8.0,,,1.6889856823952383,0.0,,
1991-05-26,8.0,5.6,11.1,5.6,,,82.0,,,8.5,,,2.2686367787505435,0.0,,
1991-05-27,9.5,0.4,13.5,0.0,,,73.0,,,7.3,,,3.7171425731426275,0.0,,
1991-05-28,10.5,4.5,14.9,0.0,,,78.0,,,8.9,,,3.4443042027136648,0.0,,
1991-05-29,14.4,7.7,17.7,0.0,,,72.0,,,10.5,,,3.8546267632703257,0.0,,
1991-05-30,14.7,7.3,19.2,0.0,,,70.0,,,10.3,,,4.256494512956835,0.0,,
1991-05-31,16.9,7.2,20.7,0.0,,,66.0,,,10.9,,,4.854015891636575,0.0,,
1991-06-01,11.7,7.8,18.9,0.0,,,64.0,,,8.5,,,3.751792986604205,0.0,,
1991-06-02,11.3,2.7,15.8,0.0,,,64.0,,,7.4,,,4.030654315138839,0.0,,
1991-06-03,13.7,8.2,18.8,3.8,,,62.0,,,9.0,,,3.9340789987448663,0.0,,
1991-06-04,9.1,5.6,14.5,0.0,,,66.0,,,7.4,,,3.0853238316902756,0.0,,
1991-06-05,10.2,4.2,13.5,0.0,,,64.0,,,7.2,,,3.2897897515792365,0.0,,
1991-06-06,11.7,2.2,14.5,5.3,,,73.0,,,8.8,,,3.9939234712352065,0.0,,
1991-06-07,15.2,9.5,19.0,0.2,,,77.0,,,12.1,,,3.933678586044906,0.0,,
1991-06-08,13.7,10.8,19.0,0.3,,,85.0,,,13.0,,,3.494459956048345,0.0,,
1991-06-09,15.5,7.4,20.2,4.1,,,80.0,,,12.2,,,4.622669273320853,0.0,,
1991-06-10,16.7,12.5,19.3,0.3,,,68.0,,,12.1,,,3.4957453313180133,0.0,,
1991-06-11,14.0,11.2,16.7,2.9,,,66.0,,,10.3,,,2.9016097014796927,0.0,,
1991-06-12,18.5,9.5,22.5,5.2,,,58.0,,,10.0,,,5.098176169526126,0.0,,
1991-06-13,16.7,13.3,21.4,0.4,,,70.0,,,13.6,,,3.8286521072982214,0.0,,
1991-06-14,15.5,9.8,18.9,0.0,,,57.0,,,9.3,,,3.9204759231758213,0.0,,
1991-06-15,18.2,10.3,21.4,0.0,,,62.0,,,11.0,,,4.684564736599132,0.0,,
1991-06-16,16.9,14.2,21.1,2.0,,,62.0,,,12.6,,,3.5623167657558645,0.0,,
1991-06-17,10.2,9.3,14.6,38.8,,,89.0,,,11.5,,,2.5205170399253536,0.0,,
1991-06-18,11.0,6.8,15.1,0.0,,,84.0,,,10.4,,,3.245505033558741,0.0,,
1991-06-19,14.0,6.8,17.7,0.0,,,71.0,,,9.7,,,4.1076189843292195,0.0,,
1991-06-20,12.1,8.8,17.6,5.5,,,74.0,,,10.2,,,3.470589982214534,0.0,,
1991-06-21,14.4,9.4,17.7,0.2,,,81.0,,,11.6,,,3.6296829639651182,0.0,,
1991-06-22,20.9,11.0,24.9,0.0,,,63.0,,,13.2,,,5.6443916022981,0.0,,
1991-06-23,20.7,16.6,24.4,0.0,,,62.0,,,14.8,,,4.205075706266399,0.0,,
1991-06-24,17.8,12.9,21.6,4.5,,,78.0,,,15.2,,,4.10472871216683,0.0,,
1991-06-25,16.6,12.0,19.6,0.0,,,84.0,,,14.7,,,3.7050251380564405,0.0,,
1991-06-26,19.2,15.9,27.2,4.9,,,80.0,,,17.7,,,4.855791104764317,0.0,,
1991-06-27,16.2,11.3,21.7,2.6,,,79.0,,,13.9,,,4.27710400947045,0.0,,
1991-06-28,9.2,8.4,14.8,23.8,,,83.0,,,9.9,,,2.661859918336221,0.0,,
1991-06-29,11.1,8.0,12.5,0.0,,,81.0,,,10.0,,,2.3864635628023363,0.0,,
1991-06-30,16.7,9.8,20.2,0.0,,,67.0,,,10.8,,,4.325614077062414,0.0,,
1991-07-01,20.5,12.9,24.7,0.0,,,62.0,,,13.0,,,5.108049575385732,0.0,,
1991-07-02,21.2,12.7,24.7,0.0,,,56.0,,,13.4,,,5.237401715530427,0.0,,
1991-07-03,19.9,12.3,23.5,0.0,,,68.0,,,14.1,,,4.883130589004496,0.0,,
1991-07-04,20.3,15.3,24.0,0.0,,,77.0,,,17.0,,,4.341720566335335,0.0,,
1991-07-05,22.5,16.6,26.3,0.0,,,68.0,,,16.9,,,4.839933686421676,0.0,,
1991-07-06,22.5,11.4,27.1,0.0,,,55.0,,,13.3,,,6.14492393904711,0.0,,
1991-07-07,24.1,15.0,28.3,0.0,,,66.0,,,16.8,,,5.867545927286391,0.0,,
1991-07-08,25.5,17.7,29.7,0.0,,,59.0,,,17.2,,,5.746349285357763,0.0,,
1991-07-09,21.0,17.7,27.3,11.1,,,88.0,,,21.3,,,4.594301320338854,0.0,,
1991-07-10,20.5,15.1,24.3,0.0,,,83.0,,,18.1,,,4.428179174071716,0.0,,
1991-07-11,25.0,13.8,29.2,0.0,,,68.0,,,17.6,,,6.3849671136477815,0.0,,
1991-07-12,28.3,19.9,33.2,0.1,,,53.0,,,17.7,,,6.373014808923003,0.0,,
1991-07-13,19.8,17.8,29.3,10.5,,,86.0,,,20.0,,,4.819035554677335,0.0,,
1991-07-14,17.8,16.1,21.9,2.6,,,88.0,,,18.2,,,3.230234139551559,0.0,,
1991-07-15,18.8,12.8,22.6,0.0,,,72.0,,,14.0,,,4.302809785195213,0.0,,
1991-07-16,18.8,15.4,21.3,0.0,,,59.0,,,12.8,,,3.3273187948673697,0.0,,
1991-07-17,17.1,11.4,23.2,0.0,,,73.0,,,12.9,,,4.471201389539833,0.0,,
1991-07-18,17.6,11.2,21.5,0.0,,,64.0,,,11.4,,,4.221737518691241,0.0,,
1991-07-19,19.4,13.5,23.6,0.0,,,58.0,,,12.0,,,4.376485476009864,0.0,,
1991-07-20,17.5,14.2,21.0,0.0,,,62.0,,,11.9,,,3.39425426492483,0.0,,
1991-07-21,16.4,10.5,20.7,0.0,,,72.0,,,12.2,,,4.0112104824600054,0.0,,
1991-07-22,17.8,10.4,21.8,0.0,,,60.0,,,10.6,,,4.395682292875145,0.0,,
1991-07-23,20.2,8.0,25.6,0.0,,,56.0,,,10.3,,,5.8046872973573365,0.0,,
1991-07-24,19.1,13.9,27.0,6.5,,,64.0,,,13.7,,,4.841235361088659,0.0,,
1991-07-25,16.9,13.4,22.9,0.0,,,78.0,,,14.2,,,3.85905383030427,0.0,,
1991-07-26,14.8,11.8,18.9,4.6,,,84.0,,,13.9,,,3.119404022278603,0.0,,
1991-07-27,16.2,12.4,20.3,0.0,,,84.0,,,14.1,,,3.415012873297664,0.0,,
1991-07-28,20.1,10.7,24.7,0.0,,,65.0,,,12.8,,,5.04217230505784,0.0,,
1991-07-29,21.5,12.8,25.4,0.0,,,54.0,,,12.3,,,4.934534540396969,0.0,,
1991-07-30,21.6,14.1,25.5,0.0,,,56.0,,,12.9,,,4.680692033857836,0.0,,
1991-07-31,21.5,14.7,26.2,0.2,,,67.0,,,15.7,,,4.663745657416932,0.0,,
1991-08-01,20.8,15.3,27.3,30.4,,,77.0,,,18.0,,,4.653095576781327,0.0,,
1991-08-02,18.4,16.9,20.5,19.0,,,93.0,,,19.3,,,2.3764735366344896,0.0,,
1991-08-03,19.2,16.9,24.7,4.7,,,84.0,,,18.4,,,3.554426342469873,0.0,,
1991-08-04,19.4,17.5,22.5,0.1,,,89.0,,,19.4,,,2.84402711949139,0.0,,
1991-08-05,21.4,16.4,25.0,0.0,,,74.0,,,16.9,,,3.90628647842684,0.0,,
1991-08-06,22.4,13.4,27.3,0.0,,,73.0,,,16.6,,,5.060841093891793,0.0,,
1991-08-07,25.4,17.8,30.1,0.0,,,56.0,,,15.9,,,5.083035845651661,0.0,,
1991-08-08,25.8,18.2,31.9,11.5,,,59.0,,,18.4,,,5.378586503748048,0.0,,
1991-08-09,18.3,14.2,26.1,1.0,,,75.0,,,15.5,,,4.122618905218405,0.0,,
1991-08-10,18.1,12.5,22.3,3.7,,,77.0,,,14.4,,,3.694940367947319,0.0,,
1991-08-11,22.6,17.4,26.7,0.0,,,71.0,,,17.6,,,4.022223931147858,0.0,,
1991-08-12,17.3,14.5,24.0,4.7,,,80.0,,,15.7,,,3.506642573307931,0.0,,
1991-08-13,16.5,8.7,21.7,0.0,,,71.0,,,12.0,,,3.979265931467339,0.0,,
1991-08-14,17.3,8.5,22.9,0.0,,,64.0,,,10.8,,,4.253781844381979,0.0,,
1991-08-15,19.2,10.3,24.3,0.0,,,60.0,,,11.3,,,4.387701335179826,0.0,,
1991-08-16,21.6,13.1,25.8,0.0,,,59.0,,,13.2,,,4.415585787319783,0.0,,
1991-08-17,19.3,14.9,23.9,0.6,,,70.0,,,14.7,,,3.4724698048952973,0.0,,
1991-08-18,15.6,12.1,19.2,0.0,,,65.0,,,11.0,,,2.7542657428336303,0.0,,
1991-08-19,14.0,11.8,16.9,0.0,,,64.0,,,9.8,,,2.204259814932822,0.0,,
1991-08-20,13.3,10.3,15.3,1.5,,,72.0,,,11.0,,,2.1166522150860914,0.0,,
1991-08-21,16.2,12.0,19.8,0.0,,,70.0,,,11.7,,,2.8656075114187205,0.0,,
1991-08-22,18.2,8.8,23.0,0.0,,,64.0,,,10.9,,,4.058411159469455,0.0,,
1991-08-23,21.2,14.4,24.8,0.0,,,59.0,,,13.7,,,3.7294235620171916,0.0,,
1991-08-24,19.4,15.5,23.5,7.0,,,80.0,,,16.5,,,3.0919416260341577,0.0,,
1991-08-25,16.5,12.1,20.5,0.0,,,67.0,,,12.1,,,2.8946200646492817,0.0,,
1991-08-26,14.9,11.3,18.0,0.0,,,72.0,,,11.5,,,2.441679321526164,0.0,,
1991-08-27,15.6,10.6,20.6,0.0,,,69.0,,,11.0,,,3.018050498078181,0.0,,
1991-08-28,14.1,9.6,17.4,0.0,,,82.0,,,12.6,,,2.521303757305791,0.0,,
1991-08-29,12.9,8.9,17.1,0.1,,,78.0,,,11.2,,,2.463598446162488,0.0,,
1991-08-30,14.9,7.6,20.0,0.0,,,76.0,,,10.8,,,3.1948511688076673,0.0,,
1991-08-31,17.2,8.0,22.8,0.0,,,67.0,,,10.6,,,3.6981800088320735,0.0,,
1991-09-01,17.9,9.9,24.1,0.0,,,61.0,,,10.8,,,3.6570260184691414,0.0,,
1991-09-02,19.5,12.2,25.6,0.0,,,55.0,,,11.2,,,3.673098254141361,0.0,,
1991-09-03,20.1,11.6,26.0,0.0,,,54.0,,,11.0,,,3.8280384912409375,0.0,,
1991-09-04,20.8,11.2,26.3,0.0,,,58.0,,,11.5,,,3.9495240639544953,0.0,,
1991-09-05,16.0,11.0,22.1,1.6,,,70.0,,,12.0,,,2.9328422445363707,0.0,,
1991-09-06,13.0,9.1,16.7,0.0,,,71.0,,,10.1,,,2.18694423944716,0.0,,
1991-09-07,11.0,9.3,14.3,0.0,,,61.0,,,8.0,,,1.6400433085042054,0.0,,
1991-09-08,12.4,7.0,15.9,0.0,,,77.0,,,10.4,,,2.2683243414872987,0.0,,
1991-09-09,14.1,10.1,18.8,0.2,,,73.0,,,10.9,,,2.3415663605759844,0.0,,
1991-09-10,17.6,8.3,22.9,0.0,,,61.0,,,10.2,,,3.3267197750338005,0.0,,
1991-09-11,15.7,12.7,21.9,0.0,,,63.0,,,11.1,,,2.469351395363159,0.0,,
1991-09-12,12.1,7.3,16.9,0.0,,,58.0,,,7.8,,,2.2242611859383747,0.0,,
1991-09-13,13.2,2.5,20.3,0.0,,,59.0,,,7.0,,,3.101791066351774,0.0,,
1991-09-14,15.2,6.0,20.3,0.0,,,61.0,,,9.2,,,2.9228845714024203,0.0,,
1991-09-15,18.5,13.1,23.5,0.0,,,65.0,,,12.7,,,2.7075021455769646,0.0,,
1991-09-16,16.9,10.4,23.5,8.1,,,76.0,,,13.7,,,2.8678298213082005,0.0,,
1991-09-17,16.4,14.1,20.2,3.1,,,77.0,,,14.3,,,1.9039211501800828,0.0,,
1991-09-18,13.7,11.2,17.0,0.0,,,75.0,,,11.5,981.4,,1.6876374344871488,0.0,,
1991-09-19,16.2,8.9,20.9,0.0,,,72.0,,,11.6,980.2,,2.5855197686382465,0.0,,
1991-09-20,13.0,12.2,17.2,0.1,,,85.0,,,12.8,978.8,,1.4916431265347962,0.0,,
1991-09-21,12.7,3.6,18.4,0.0,,,73.0,,,9.1,981.2,,2.506906354802706,0.0,,
1991-09-22,16.5,9.6,21.3,10.6,,,64.0,,,11.0,974.2,,2.472294264458051,0.0,,
1991-09-23,12.8,9.8,18.3,0.0,,,76.0,,,11.4,974.2,,1.85386204745876,0.0,,
1991-09-24,15.0,10.2,17.6,0.0,,,72.0,,,11.5,976.3,,1.828090217254836,0.0,,
1991-09-25,18.8,14.5,23.0,0.0,,,61.0,,,12.5,973.5,,2.155202879768669,0.0,,
