,scpdsi,pdsi,phdi,pmdi,zindex
2013-03-31,1.8954555474220733,1.4067352062954346,1.8954555474220733,1.496854516464325,-0.7678928797510354
2013-04-30,1.654466497851436,1.2178328774322416,1.654466497851436,1.1397555055414819,-0.13727138455849133
2013-05-31,2.8493719924143432,2.186394408898696,2.8493719924143432,2.8493719924143432,4.095946631524815
2013-06-30,5.1629075158869,4.050146155977835,5.1629075158869,5.1629075158869,7.821062516073703
2013-07-31,-0.10593365168138641,-0.10188558952846609,4.525194390069163,4.350387727178069,-0.31780095504415923
2013-08-31,-1.0847213892652336,-1.0432707309271778,3.0694004641850094,1.7324531743851768,-2.96909671112109
2013-09-30,-0.5849571817946584,-0.6248873227866814,3.14129012075021,2.214726907860374,1.1641137131287684
2013-10-31,-0.01331276498418732,-0.15075492743953445,3.3291310653985597,2.9120789128415905,1.534181481256864
2013-11-30,-0.2249834258007866,-0.34012803707166256,2.773188690052538,2.0874748560757195,-0.6391256268299117
2013-12-31,-0.7368785423393709,-0.8197165909198694,1.9524818455810613,0.688158921906235,-1.605205228188196
2014-01-31,-1.173720026885824,-1.2284323293339101,1.2386362410788037,-0.5080773655396424,-1.538219923222225
2014-02-28,-1.8968155011459347,-1.913640943126702,-1.8968155011459347,-1.8968155011459347,-2.531965911088051
2014-03-31,-2.1411693820511184,-2.139458477518358,-2.1411693820511184,-2.1411693820511184,-1.3191776325696454
2014-04-30,-2.2700323447145743,-2.25514584649272,-2.2700323447145743,-2.2700323447145743,-1.0482102270441633
2014-05-31,-1.6025226858857287,-1.6753541778673744,-1.6025226858857287,-0.9613955745517913,1.3010889819697329
2014-06-30,-2.345803605731945,-2.3764228613246057,-2.345803605731945,-2.345803605731945,-2.7250222694773387
2014-07-31,-1.7624119715963367,-1.8577951767104808,-1.7624119715963367,-1.2485282340603265,1.0253215882356543
2014-08-31,-1.8925377349450352,-1.9661871706935583,-1.8925377349450352,-1.7253186802204696,-0.9349625892693637
2014-09-30,-1.5742868477105958,-1.6648565981808807,-1.5742868477105958,-1.1863150445589885,0.36995850160530247
2014-10-31,-1.5564376716616446,-1.6321644848050354,-1.5564376716616446,-1.2886561424043952,-0.43290710779572056
2014-11-30,-2.2426709285448276,-2.2782486487565192,-2.2426709285448276,-2.2426709285448276,-2.539639011192997
2014-12-31,-2.342852194262304,-2.362110105585053,-2.342852194262304,-2.342852194262304,-0.9935291140727811
2015-01-31,-1.6604268927638917,-1.7653594776342802,-1.6604268927638917,-1.015990439226556,1.3233345764681856
2015-02-28,-2.220170367831343,-2.286369945419239,-2.220170367831343,-2.220170367831343,-2.1923023350663966
2015-03-31,-2.1933564905146907,-2.2450236579685514,-2.1933564905146907,-2.1933564905146907,-0.605591011709928
2015-04-30,-1.5671104465812706,-1.6930100427124712,-1.5671104465812706,-0.9633394051959361,1.2009909762312208
2015-05-31,-1.8516074765220814,-1.9474997959514326,-1.8516074765220814,-1.777297689447746,-1.337728217816045
2015-06-30,-1.9488666376074777,-2.0238776166661667,-1.9488666376074777,-1.9488666376074777,-0.8639241935015124
2015-07-31,-2.6700316726145594,-2.702087851257336,-2.6700316726145594,-2.6700316726145594,-2.765694896041955
2015-08-31,-2.3437667786163554,-2.3827059597223132,-2.3437667786163554,-2.2157999363309764,0.1537548951567137
2015-09-30,-2.609974798138984,-2.625505619927794,-2.609974798138984,-2.609974798138984,-1.5228479931603394
2015-10-31,0.10091555013282376,0.08086148479549925,-2.240231843797845,-2.048332190319923,0.30274665039847126
2015-11-30,1.9670252087991056,1.576135479659224,1.9670252087991056,1.9670252087991056,5.629511880989888
2015-12-31,1.3310629015743638,0.99699483080696,1.3310629015743638,0.6565659241499567,-1.3000761321553023
2016-01-31,1.4415024422071356,1.0926521167251226,1.4415024422071356,1.0572721077846898,0.7426170584847936
2016-02-29,1.6863240719298103,1.295248977293982,1.6863240719298103,1.6863240719298103,1.179889143810029
